# Tetrahedron method
       -0.4545713066        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.4272970292        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.4000227517        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.3727484743        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.3454741969        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.3181999195        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.2909256421        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.2636513646        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.2363770872        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.2091028098        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.1818285324        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.1545542550        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.1272799775        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.1000057001        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.0727314227        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.0454571453        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
       -0.0181828679        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000        0.0000000000
        0.0090914096        0.0000068321        0.0000068322        0.0000068310        0.0000068321        0.0000077102        0.0000077101        0.0000077096        0.0000077101        0.0000080869        0.0000080851        0.0000080851        0.0000080851        0.0000080851        0.0000080851        0.0000080869        0.0000080851
        0.0363656870        0.0001092616        0.0001092639        0.0001091870        0.0001092616        0.0001232183        0.0001232119        0.0001231800        0.0001232118        0.0001295660        0.0001294518        0.0001294509        0.0001294517        0.0001294509        0.0001294517        0.0001295660        0.0001294518
        0.0636399644        0.0003344512        0.0003344636        0.0003340516        0.0003344515        0.0003769096        0.0003768756        0.0003767047        0.0003768747        0.0003973335        0.0003967214        0.0003967165        0.0003967212        0.0003967165        0.0003967212        0.0003973335        0.0003967214
        0.0909142418        0.0006822218        0.0006822580        0.0006810568        0.0006822227        0.0007682918        0.0007681927        0.0007676944        0.0007681902        0.0008119816        0.0008101969        0.0008101829        0.0008101966        0.0008101829        0.0008101966        0.0008119816        0.0008101969
        0.1181885192        0.0011523941        0.0011524735        0.0011498347        0.0011523962        0.0012968726        0.0012966550        0.0012955602        0.0012966494        0.0013741025        0.0013701815        0.0013701506        0.0013701807        0.0013701506        0.0013701807        0.0013741025        0.0013701815
        0.1454627967        0.0022027682        0.0022029942        0.0021926627        0.0022027739        0.0024723781        0.0024717585        0.0024676052        0.0024717424        0.0026282562        0.0026135677        0.0026134798        0.0026135654        0.0026134798        0.0026135654        0.0026282562        0.0026135677
        0.1727370741        0.0045743782        0.0045753935        0.0045481008        0.0045744039        0.0051195368        0.0051167531        0.0051080855        0.0051166809        0.0054573046        0.0054193129        0.0054189181        0.0054193029        0.0054189181        0.0054193029        0.0054573046        0.0054193129
        0.2000113515        0.0078140959        0.0078167591        0.0077769328        0.0078141640        0.0087337200        0.0087264106        0.0087194544        0.0087262181        0.0093359207        0.0092765443        0.0092755119        0.0092765181        0.0092755119        0.0092765181        0.0093359207        0.0092765443
        0.2272856289        0.0073430907        0.0073434094        0.0072972299        0.0073431290        0.0081734744        0.0081722898        0.0081496447        0.0081721446        0.0087806761        0.0087150586        0.0087150691        0.0087150554        0.0087150691        0.0087150554        0.0087806761        0.0087150586
